,id,Game Number,Guess,Answer,username,Feedback,Output,Score
,300,1592,2,HOLLY,user_3,bgbbb,⬜️🟩⬜️⬜️⬜️,30.8666116096
,301,1592,3,HOLLY,user_3,gbbby,🟩⬜️⬜️⬜️🟨,36.8126998866849
,302,1592,4,HOLLY,user_3,ggggg,🟩🟩🟩🟩🟩,130
,303,1592,1,HOLLY,user_4,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,304,1592,2,HOLLY,user_4,bbbbg,⬜️⬜️⬜️⬜️🟩,30.8666116096
,305,1592,3,HOLLY,user_4,ggbbg,🟩🟩⬜️⬜️🟩,80.4333058048
,306,1592,4,HOLLY,user_4,ggggg,🟩🟩🟩🟩🟩,130
,307,1592,1,HOLLY,user_8,bgbbb,⬜️🟩⬜️⬜️⬜️,30.8666116096
,308,1592,2,HOLLY,user_8,ggbbb,🟩🟩⬜️⬜️⬜️,55.6499587072
,309,1592,3,HOLLY,user_8,ggbbb,🟩🟩⬜️⬜️⬜️,55.6499587072
,310,1592,4,HOLLY,user_8,ggbgg,🟩🟩⬜️🟩🟩,105.2166529024
,311,1592,5,HOLLY,user_8,ggggg,🟩🟩🟩🟩🟩,130
,312,1592,1,HOLLY,user_17,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,313,1592,2,HOLLY,user_17,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,314,1592,3,HOLLY,user_17,ggbbb,🟩🟩⬜️⬜️⬜️,55.6499587072
,315,1592,4,HOLLY,user_17,ggbbg,🟩🟩⬜️⬜️🟩,80.4333058048
,316,1592,5,HOLLY,user_17,ggggg,🟩🟩🟩🟩🟩,130
,317,1592,1,HOLLY,user_12,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,318,1592,2,HOLLY,user_12,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,319,1592,3,HOLLY,user_12,bgbbg,⬜️🟩⬜️⬜️🟩,55.6499587072
,320,1592,4,HOLLY,user_12,ggbbg,🟩🟩⬜️⬜️🟩,80.4333058048
,321,1592,5,HOLLY,user_12,ggbbg,🟩🟩⬜️⬜️🟩,80.4333058048
,322,1592,6,HOLLY,user_12,ggggg,🟩🟩🟩🟩🟩,130
,323,1592,1,HOLLY,user_9,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,324,1592,2,HOLLY,user_9,bgbbb,⬜️🟩⬜️⬜️⬜️,30.8666116096
,325,1592,3,HOLLY,user_9,bgbbb,⬜️🟩⬜️⬜️⬜️,30.8666116096
,326,1592,4,HOLLY,user_9,bgbbg,⬜️🟩⬜️⬜️🟩,55.6499587072
,327,1592,5,HOLLY,user_9,bggbg,⬜️🟩🟩⬜️🟩,80.4333058048
,328,1592,6,HOLLY,user_9,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,329,1592,1,HOLLY,user_10,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,330,1592,2,HOLLY,user_10,bggbb,⬜️🟩🟩⬜️⬜️,55.6499587072
,331,1592,3,HOLLY,user_10,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,332,1592,4,HOLLY,user_10,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,333,1592,5,HOLLY,user_10,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,334,1592,6,HOLLY,user_10,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,335,1592,1,HOLLY,user_15,bybbb,⬜️🟨⬜️⬜️⬜️,12.0293527890849
,336,1592,2,HOLLY,user_15,ygbbg,🟨🟩⬜️⬜️🟩,61.5960469842849
,337,1592,3,HOLLY,user_15,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,338,1592,4,HOLLY,user_15,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,339,1592,5,HOLLY,user_15,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,340,1592,6,HOLLY,user_15,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,341,1593,1,GLARE,user_13,bggby,⬜️🟩🟩⬜️🟨,61.5960469842849
,342,1593,2,GLARE,user_13,ggggg,🟩🟩🟩🟩🟩,130
,343,1593,1,GLARE,user_4,yyyby,🟨🟨🟨⬜️🟨,29.8676176203394
,344,1593,2,GLARE,user_4,ggggg,🟩🟩🟩🟩🟩,130
,345,1593,1,GLARE,user_18,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,346,1593,2,GLARE,user_18,bbggg,⬜️⬜️🟩🟩🟩,80.4333058048
,347,1593,3,GLARE,user_18,ggggg,🟩🟩🟩🟩🟩,130
,348,1593,1,GLARE,user_0,ybbyb,🟨⬜️⬜️🟨⬜️,17.9754410661697
,349,1593,2,GLARE,user_0,gygbg,🟩🟨🟩⬜️🟩,86.3793940818849
,350,1593,3,GLARE,user_0,ggggg,🟩🟩🟩🟩🟩,130
,351,1593,1,GLARE,user_12,yyyby,🟨🟨🟨⬜️🟨,29.8676176203394
,352,1593,2,GLARE,user_12,gyyyb,🟩🟨🟨🟨⬜️,48.7048764408546
,353,1593,3,GLARE,user_12,gyggb,🟩🟨🟩🟩⬜️,86.3793940818849
,354,1593,4,GLARE,user_12,ggggg,🟩🟩🟩🟩🟩,130
,355,1593,1,GLARE,user_15,bgyyy,⬜️🟩🟨🟨🟨,48.7048764408546
,356,1593,2,GLARE,user_15,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,357,1593,3,GLARE,user_15,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,358,1593,4,GLARE,user_15,ggggg,🟩🟩🟩🟩🟩,130
,359,1593,1,GLARE,user_8,bbybg,⬜️⬜️🟨⬜️🟩,36.8126998866849
,360,1593,2,GLARE,user_8,bybbg,⬜️🟨⬜️⬜️🟩,36.8126998866849
,361,1593,3,GLARE,user_8,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,362,1593,4,GLARE,user_8,ggggg,🟩🟩🟩🟩🟩,130
,363,1593,1,GLARE,user_2,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,364,1593,2,GLARE,user_2,yygbb,🟨🟨🟩⬜️⬜️,42.7587881637697
,365,1593,3,GLARE,user_2,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,366,1593,4,GLARE,user_2,ggggg,🟩🟩🟩🟩🟩,130
,367,1593,1,GLARE,user_19,bygbg,⬜️🟨🟩⬜️🟩,61.5960469842849
,368,1593,2,GLARE,user_19,bbggg,⬜️⬜️🟩🟩🟩,80.4333058048
,369,1593,3,GLARE,user_19,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,370,1593,4,GLARE,user_19,gbbbb,🟩⬜️⬜️⬜️⬜️,30.8666116096
,371,1593,5,GLARE,user_19,ggggg,🟩🟩🟩🟩🟩,130
,372,1593,1,GLARE,user_10,yybbb,🟨🟨⬜️⬜️⬜️,17.9754410661697
,373,1593,2,GLARE,user_10,bggbg,⬜️🟩🟩⬜️🟩,80.4333058048
,374,1593,3,GLARE,user_10,bggbg,⬜️🟩🟩⬜️🟩,80.4333058048
,375,1593,4,GLARE,user_10,gggbg,🟩🟩🟩⬜️🟩,105.2166529024
,376,1593,5,GLARE,user_10,gggbg,🟩🟩🟩⬜️🟩,105.2166529024
,377,1593,6,GLARE,user_10,ggggg,🟩🟩🟩🟩🟩,130
,378,1593,1,GLARE,user_17,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,379,1593,2,GLARE,user_17,bggbb,⬜️🟩🟩⬜️⬜️,55.6499587072
,380,1593,3,GLARE,user_17,bggbg,⬜️🟩🟩⬜️🟩,80.4333058048
,381,1593,4,GLARE,user_17,bggbg,⬜️🟩🟩⬜️🟩,80.4333058048
,382,1593,5,GLARE,user_17,bggbg,⬜️🟩🟩⬜️🟩,80.4333058048
,383,1593,6,GLARE,user_17,ggggg,🟩🟩🟩🟩🟩,130
,384,1593,1,GLARE,user_3,yyybb,🟨🟨🟨⬜️⬜️,23.9215293432546
,385,1593,2,GLARE,user_3,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,386,1593,3,GLARE,user_3,bbyyy,⬜️⬜️🟨🟨🟨,23.9215293432546
,387,1593,4,GLARE,user_3,yyyyb,🟨🟨🟨🟨⬜️,29.8676176203394
,388,1593,5,GLARE,user_3,gygby,🟩🟨🟩⬜️🟨,67.5421352613697
,389,1593,6,GLARE,user_3,ggggg,🟩🟩🟩🟩🟩,130
,390,1594,1,LATHE,user_16,bybbb,⬜️🟨⬜️⬜️⬜️,12.0293527890849
,391,1594,2,LATHE,user_16,ygbyy,🟨🟩⬜️🟨🟨,48.7048764408546
,392,1594,3,LATHE,user_16,ggggg,🟩🟩🟩🟩🟩,130
,393,1594,1,LATHE,user_4,bybby,⬜️🟨⬜️⬜️🟨,17.9754410661697
,394,1594,2,LATHE,user_4,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,395,1594,3,LATHE,user_4,ggggg,🟩🟩🟩🟩🟩,130
,396,1594,1,LATHE,user_19,bbybg,⬜️⬜️🟨⬜️🟩,36.8126998866849
,397,1594,2,LATHE,user_19,byybg,⬜️🟨🟨⬜️🟩,42.7587881637697
,398,1594,3,LATHE,user_19,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,399,1594,4,LATHE,user_19,ggggg,🟩🟩🟩🟩🟩,130
,400,1594,1,LATHE,user_0,ybbyb,🟨⬜️⬜️🟨⬜️,17.9754410661697
,401,1594,2,LATHE,user_0,byybg,⬜️🟨🟨⬜️🟩,42.7587881637697
,402,1594,3,LATHE,user_0,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,403,1594,4,LATHE,user_0,ggggg,🟩🟩🟩🟩🟩,130
,404,1594,1,LATHE,user_3,ygbyy,🟨🟩⬜️🟨🟨,48.7048764408546
,405,1594,2,LATHE,user_3,yggyb,🟨🟩🟩🟨⬜️,67.5421352613697
,406,1594,3,LATHE,user_3,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,407,1594,4,LATHE,user_3,ggggg,🟩🟩🟩🟩🟩,130
,408,1594,1,LATHE,user_8,byyby,⬜️🟨🟨⬜️🟨,23.9215293432546
,409,1594,2,LATHE,user_8,ygbyy,🟨🟩⬜️🟨🟨,48.7048764408546
,410,1594,3,LATHE,user_8,yggyb,🟨🟩🟩🟨⬜️,67.5421352613697
,411,1594,4,LATHE,user_8,ggggg,🟩🟩🟩🟩🟩,130
,412,1594,1,LATHE,user_1,yyybb,🟨🟨🟨⬜️⬜️,23.9215293432546
,413,1594,2,LATHE,user_1,gggyb,🟩🟩🟩🟨⬜️,86.3793940818849
,414,1594,3,LATHE,user_1,gggbg,🟩🟩🟩⬜️🟩,105.2166529024
,415,1594,4,LATHE,user_1,ggggg,🟩🟩🟩🟩🟩,130
,416,1594,1,LATHE,user_18,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,417,1594,2,LATHE,user_18,byybg,⬜️🟨🟨⬜️🟩,42.7587881637697
,418,1594,3,LATHE,user_18,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,419,1594,4,LATHE,user_18,ggggg,🟩🟩🟩🟩🟩,130
,420,1594,1,LATHE,user_13,bbyby,⬜️⬜️🟨⬜️🟨,17.9754410661697
,421,1594,2,LATHE,user_13,bgbyb,⬜️🟩⬜️🟨⬜️,36.8126998866849
,422,1594,3,LATHE,user_13,ggbbg,🟩🟩⬜️⬜️🟩,80.4333058048
,423,1594,4,LATHE,user_13,gggbg,🟩🟩🟩⬜️🟩,105.2166529024
,424,1594,5,LATHE,user_13,ggggg,🟩🟩🟩🟩🟩,130
,425,1594,1,LATHE,user_12,bybby,⬜️🟨⬜️⬜️🟨,17.9754410661697
,426,1594,2,LATHE,user_12,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,427,1594,3,LATHE,user_12,ygbyb,🟨🟩⬜️🟨⬜️,42.7587881637697
,428,1594,4,LATHE,user_12,ygbyg,🟨🟩⬜️🟨🟩,67.5421352613697
,429,1594,5,LATHE,user_12,ggggg,🟩🟩🟩🟩🟩,130
,430,1594,1,LATHE,user_15,byyyb,⬜️🟨🟨🟨⬜️,23.9215293432546
,431,1594,2,LATHE,user_15,gyyby,🟩🟨🟨⬜️🟨,48.7048764408546
,432,1594,3,LATHE,user_15,gggbg,🟩🟩🟩⬜️🟩,105.2166529024
,433,1594,4,LATHE,user_15,gggbg,🟩🟩🟩⬜️🟩,105.2166529024
,434,1594,5,LATHE,user_15,ggggg,🟩🟩🟩🟩🟩,130
,435,1594,1,LATHE,user_17,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,436,1594,2,LATHE,user_17,bbybg,⬜️⬜️🟨⬜️🟩,36.8126998866849
,437,1594,3,LATHE,user_17,bgggb,⬜️🟩🟩🟩⬜️,80.4333058048
,438,1594,4,LATHE,user_17,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,439,1594,5,LATHE,user_17,ggggg,🟩🟩🟩🟩🟩,130
,440,1594,1,LATHE,user_11,yybbb,🟨🟨⬜️⬜️⬜️,17.9754410661697
,441,1594,2,LATHE,user_11,byyyy,⬜️🟨🟨🟨🟨,29.8676176203394
,442,1594,3,LATHE,user_11,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,443,1594,4,LATHE,user_11,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,444,1594,5,LATHE,user_11,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,445,1594,6,LATHE,user_11,ggggg,🟩🟩🟩🟩🟩,130
,446,1595,1,ABHOR,user_10,gbybb,🟩⬜️🟨⬜️⬜️,36.8126998866849
,447,1595,2,ABHOR,user_10,ggggg,🟩🟩🟩🟩🟩,130
,448,1595,1,ABHOR,user_19,yyybb,🟨🟨🟨⬜️⬜️,23.9215293432546
,449,1595,2,ABHOR,user_19,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,450,1595,3,ABHOR,user_19,ggggg,🟩🟩🟩🟩🟩,130
,451,1595,1,ABHOR,user_4,ybbby,🟨⬜️⬜️⬜️🟨,17.9754410661697
,452,1595,2,ABHOR,user_4,ggyyb,🟩🟩🟨🟨⬜️,67.5421352613697
,453,1595,3,ABHOR,user_4,ggggg,🟩🟩🟩🟩🟩,130
,454,1595,1,ABHOR,user_15,bbbyg,⬜️⬜️⬜️🟨🟩,36.8126998866849
,455,1595,2,ABHOR,user_15,bybbg,⬜️🟨⬜️⬜️🟩,36.8126998866849
,456,1595,3,ABHOR,user_15,ggggg,🟩🟩🟩🟩🟩,130
,457,1595,1,ABHOR,user_18,gbbby,🟩⬜️⬜️⬜️🟨,36.8126998866849
,458,1595,2,ABHOR,user_18,yyybb,🟨🟨🟨⬜️⬜️,23.9215293432546
,459,1595,3,ABHOR,user_18,ggggg,🟩🟩🟩🟩🟩,130
,460,1595,1,ABHOR,user_0,gbbbb,🟩⬜️⬜️⬜️⬜️,30.8666116096
,461,1595,2,ABHOR,user_0,gbygb,🟩⬜️🟨🟩⬜️,61.5960469842849
,462,1595,3,ABHOR,user_0,gybgb,🟩🟨⬜️🟩⬜️,61.5960469842849
,463,1595,4,ABHOR,user_0,ggggg,🟩🟩🟩🟩🟩,130
,464,1595,1,ABHOR,user_17,gbbby,🟩⬜️⬜️⬜️🟨,36.8126998866849
,465,1595,2,ABHOR,user_17,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,466,1595,3,ABHOR,user_17,gbygb,🟩⬜️🟨🟩⬜️,61.5960469842849
,467,1595,4,ABHOR,user_17,gbbgg,🟩⬜️⬜️🟩🟩,80.4333058048
,468,1595,5,ABHOR,user_17,ggggg,🟩🟩🟩🟩🟩,130
,469,1595,1,ABHOR,user_13,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,470,1595,2,ABHOR,user_13,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,471,1595,3,ABHOR,user_13,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,472,1595,4,ABHOR,user_13,yyybb,🟨🟨🟨⬜️⬜️,23.9215293432546
,473,1595,5,ABHOR,user_13,ggggg,🟩🟩🟩🟩🟩,130
,474,1595,1,ABHOR,user_20,yybbb,🟨🟨⬜️⬜️⬜️,17.9754410661697
,475,1595,2,ABHOR,user_20,bbyyb,⬜️⬜️🟨🟨⬜️,17.9754410661697
,476,1595,3,ABHOR,user_20,bybby,⬜️🟨⬜️⬜️🟨,17.9754410661697
,477,1595,4,ABHOR,user_20,byybg,⬜️🟨🟨⬜️🟩,42.7587881637697
,478,1595,5,ABHOR,user_20,ggggg,🟩🟩🟩🟩🟩,130
,479,1595,1,ABHOR,user_3,byyby,⬜️🟨🟨⬜️🟨,23.9215293432546
,480,1595,2,ABHOR,user_3,bybbb,⬜️🟨⬜️⬜️⬜️,12.0293527890849
,481,1595,3,ABHOR,user_3,byyyb,⬜️🟨🟨🟨⬜️,23.9215293432546
,482,1595,4,ABHOR,user_3,yyyby,🟨🟨🟨⬜️🟨,29.8676176203394
,483,1595,5,ABHOR,user_3,ybbyy,🟨⬜️⬜️🟨🟨,23.9215293432546
,484,1595,6,ABHOR,user_3,ggggg,🟩🟩🟩🟩🟩,130
,485,1595,1,ABHOR,user_1,bbbyb,⬜️⬜️⬜️🟨⬜️,12.0293527890849
,486,1595,2,ABHOR,user_1,bybbb,⬜️🟨⬜️⬜️⬜️,12.0293527890849
,487,1595,3,ABHOR,user_1,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,488,1595,4,ABHOR,user_1,gbyyy,🟩⬜️🟨🟨🟨,48.7048764408546
,489,1595,5,ABHOR,user_1,gbygg,🟩⬜️🟨🟩🟩,86.3793940818849
,490,1595,6,ABHOR,user_1,ggggg,🟩🟩🟩🟩🟩,130
,491,1595,1,ABHOR,user_12,ybbby,🟨⬜️⬜️⬜️🟨,17.9754410661697
,492,1595,2,ABHOR,user_12,bybbg,⬜️🟨⬜️⬜️🟩,36.8126998866849
,493,1595,3,ABHOR,user_12,gbbbb,🟩⬜️⬜️⬜️⬜️,30.8666116096
,494,1595,4,ABHOR,user_12,gbbbg,🟩⬜️⬜️⬜️🟩,55.6499587072
,495,1595,5,ABHOR,user_12,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,496,1595,6,ABHOR,user_12,ggggg,🟩🟩🟩🟩🟩,130
,497,1595,1,ABHOR,user_8,Bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,498,1595,2,ABHOR,user_8,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,499,1595,3,ABHOR,user_8,yybbb,🟨🟨⬜️⬜️⬜️,17.9754410661697
,500,1595,4,ABHOR,user_8,bybgg,⬜️🟨⬜️🟩🟩,61.5960469842849
,501,1595,5,ABHOR,user_8,bybgg,⬜️🟨⬜️🟩🟩,61.5960469842849
,502,1595,6,ABHOR,user_8,ggggg,🟩🟩🟩🟩🟩,130
,503,1596,1,MOTEL,user_4,bybbb,⬜️🟨⬜️⬜️⬜️,12.0293527890849
,504,1596,2,MOTEL,user_4,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,505,1596,3,MOTEL,user_4,ggggg,🟩🟩🟩🟩🟩,130
,506,1596,1,MOTEL,user_3,ybbyb,🟨⬜️⬜️🟨⬜️,17.9754410661697
,507,1596,2,MOTEL,user_3,ggbbb,🟩🟩⬜️⬜️⬜️,55.6499587072
,508,1596,3,MOTEL,user_3,ggggb,🟩🟩🟩🟩⬜️,105.2166529024
,509,1596,4,MOTEL,user_3,ggggg,🟩🟩🟩🟩🟩,130
,510,1596,1,MOTEL,user_17,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,511,1596,2,MOTEL,user_17,bgbyb,⬜️🟩⬜️🟨⬜️,36.8126998866849
,512,1596,3,MOTEL,user_17,bgggb,⬜️🟩🟩🟩⬜️,80.4333058048
,513,1596,4,MOTEL,user_17,ggggg,🟩🟩🟩🟩🟩,130
,514,1596,1,MOTEL,user_15,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,515,1596,2,MOTEL,user_15,bbbgg,⬜️⬜️⬜️🟩🟩,55.6499587072
,516,1596,3,MOTEL,user_15,ggbgg,🟩🟩⬜️🟩🟩,105.2166529024
,517,1596,4,MOTEL,user_15,ggggg,🟩🟩🟩🟩🟩,130
,518,1596,1,MOTEL,user_5,bybbb,⬜️🟨⬜️⬜️⬜️,12.0293527890849
,519,1596,2,MOTEL,user_5,bgygb,⬜️🟩🟨🟩⬜️,61.5960469842849
,520,1596,3,MOTEL,user_5,ygbgb,🟨🟩⬜️🟩⬜️,61.5960469842849
,521,1596,4,MOTEL,user_5,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,522,1596,5,MOTEL,user_5,ggggg,🟩🟩🟩🟩🟩,130
,523,1596,1,MOTEL,user_1,bybby,⬜️🟨⬜️⬜️🟨,17.9754410661697
,524,1596,2,MOTEL,user_1,ybybb,🟨⬜️🟨⬜️⬜️,17.9754410661697
,525,1596,3,MOTEL,user_1,bgggb,⬜️🟩🟩🟩⬜️,80.4333058048
,526,1596,4,MOTEL,user_1,bgggg,⬜️🟩🟩🟩🟩,105.2166529024
,527,1596,5,MOTEL,user_1,ggggg,🟩🟩🟩🟩🟩,130
,528,1596,1,MOTEL,user_18,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,529,1596,2,MOTEL,user_18,byyby,⬜️🟨🟨⬜️🟨,23.9215293432546
,530,1596,3,MOTEL,user_18,bgbgy,⬜️🟩⬜️🟩🟨,61.5960469842849
,531,1596,4,MOTEL,user_18,bgygy,⬜️🟩🟨🟩🟨,67.5421352613697
,532,1596,5,MOTEL,user_18,ggggg,🟩🟩🟩🟩🟩,130
,533,1596,1,MOTEL,user_10,byybb,⬜️🟨🟨⬜️⬜️,17.9754410661697
,534,1596,2,MOTEL,user_10,byyby,⬜️🟨🟨⬜️🟨,23.9215293432546
,535,1596,3,MOTEL,user_10,bgbby,⬜️🟩⬜️⬜️🟨,36.8126998866849
,536,1596,4,MOTEL,user_10,ygbgb,🟨🟩⬜️🟩⬜️,61.5960469842849
,537,1596,5,MOTEL,user_10,bgygy,⬜️🟩🟨🟩🟨,67.5421352613697
,538,1596,6,MOTEL,user_10,ggggg,🟩🟩🟩🟩🟩,130
,539,1596,1,MOTEL,user_19,bbbby,⬜️⬜️⬜️⬜️🟨,12.0293527890849
,540,1596,2,MOTEL,user_19,bbyby,⬜️⬜️🟨⬜️🟨,17.9754410661697
,541,1596,3,MOTEL,user_19,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,542,1596,4,MOTEL,user_19,bbbyb,⬜️⬜️⬜️🟨⬜️,12.0293527890849
,543,1596,5,MOTEL,user_19,ybbbg,🟨⬜️⬜️⬜️🟩,36.8126998866849
,544,1596,6,MOTEL,user_19,ggggg,🟩🟩🟩🟩🟩,130
,545,1597,1,RABID,user_15,bbbyy,⬜️⬜️⬜️🟨🟨,17.9754410661697
,546,1597,2,RABID,user_15,bbyyb,⬜️⬜️🟨🟨⬜️,17.9754410661697
,547,1597,3,RABID,user_15,ggggg,🟩🟩🟩🟩🟩,130
,548,1597,1,RABID,user_3,bgybb,⬜️🟩🟨⬜️⬜️,36.8126998866849
,549,1597,2,RABID,user_3,bbbbg,⬜️⬜️⬜️⬜️🟩,30.8666116096
,550,1597,3,RABID,user_3,ggggg,🟩🟩🟩🟩🟩,130
,551,1597,1,RABID,user_4,gbbgy,🟩⬜️⬜️🟩🟨,61.5960469842849
,552,1597,2,RABID,user_4,yyygb,🟨🟨🟨🟩⬜️,48.7048764408546
,553,1597,3,RABID,user_4,ggggg,🟩🟩🟩🟩🟩,130
,554,1597,1,RABID,user_13,byygb,⬜️🟨🟨🟩⬜️,42.7587881637697
,555,1597,2,RABID,user_13,ggybb,🟩🟩🟨⬜️⬜️,61.5960469842849
,556,1597,3,RABID,user_13,ggygb,🟩🟩🟨🟩⬜️,86.3793940818849
,557,1597,4,RABID,user_13,ggggg,🟩🟩🟩🟩🟩,130
,558,1597,1,RABID,user_0,yyybb,🟨🟨🟨⬜️⬜️,23.9215293432546
,559,1597,2,RABID,user_0,ggygb,🟩🟩🟨🟩⬜️,86.3793940818849
,560,1597,3,RABID,user_0,ggyyb,🟩🟩🟨🟨⬜️,67.5421352613697
,561,1597,4,RABID,user_0,ggggg,🟩🟩🟩🟩🟩,130
,562,1597,1,RABID,user_8,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,563,1597,2,RABID,user_8,bybbg,⬜️🟨⬜️⬜️🟩,36.8126998866849
,564,1597,3,RABID,user_8,bgbgg,⬜️🟩⬜️🟩🟩,80.4333058048
,565,1597,4,RABID,user_8,ggggg,🟩🟩🟩🟩🟩,130
,566,1597,1,RABID,user_19,yyybb,🟨🟨🟨⬜️⬜️,23.9215293432546
,567,1597,2,RABID,user_19,bbbbb,⬜️⬜️⬜️⬜️⬜️,6.083264512
,568,1597,3,RABID,user_19,bbygg,⬜️⬜️🟨🟩🟩,61.5960469842849
,569,1597,4,RABID,user_19,ggggg,🟩🟩🟩🟩🟩,130
,570,1597,1,RABID,user_18,ybygb,🟨⬜️🟨🟩⬜️,42.7587881637697
,571,1597,2,RABID,user_18,yyygb,🟨🟨🟨🟩⬜️,48.7048764408546
,572,1597,3,RABID,user_18,ggbgg,🟩🟩⬜️🟩🟩,105.2166529024
,573,1597,4,RABID,user_18,ggggg,🟩🟩🟩🟩🟩,130
,574,1597,1,RABID,user_10,ybbbb,🟨⬜️⬜️⬜️⬜️,12.0293527890849
,575,1597,2,RABID,user_10,bbybb,⬜️⬜️🟨⬜️⬜️,12.0293527890849
,576,1597,3,RABID,user_10,bgybb,⬜️🟩🟨⬜️⬜️,36.8126998866849
,577,1597,4,RABID,user_10,ggggg,🟩🟩🟩🟩🟩,130
,578,1597,1,RABID,user_21,bbygy,⬜️⬜️🟨🟩🟨,42.7587881637697
,579,1597,2,RABID,user_21,bgbgy,⬜️🟩⬜️🟩🟨,61.5960469842849
,580,1597,3,RABID,user_21,ggbgb,🟩🟩⬜️🟩⬜️,80.4333058048
,581,1597,4,RABID,user_21,ggggb,🟩🟩🟩🟩⬜️,105.2166529024
,582,1597,5,RABID,user_21,ggggg,🟩🟩🟩🟩🟩,130
,583,1597,1,RABID,user_12,yyybb,🟨🟨🟨⬜️⬜️,23.9215293432546
,584,1597,2,RABID,user_12,ggyyb,🟩🟩🟨🟨⬜️,67.5421352613697
,585,1597,3,RABID,user_12,ggbgg,🟩🟩⬜️🟩🟩,105.2166529024
,586,1597,4,RABID,user_12,ggbgg,🟩🟩⬜️🟩🟩,105.2166529024
,587,1597,5,RABID,user_12,ggggg,🟩🟩🟩🟩🟩,130
,588,1597,1,RABID,user_17,ybygb,🟨⬜️🟨🟩⬜️,42.7587881637697
,589,1597,2,RABID,user_17,gbbgg,🟩⬜️⬜️🟩🟩,80.4333058048
,590,1597,3,RABID,user_17,ggbgg,🟩🟩⬜️🟩🟩,105.2166529024
,591,1597,4,RABID,user_17,ggbgg,🟩🟩⬜️🟩🟩,105.2166529024
,592,1597,5,RABID,user_17,ggggg,🟩🟩🟩🟩🟩,130
,593,1597,1,RABID,user_1,bbbyb,⬜️⬜️⬜️🟨⬜️,12.0293527890849
,594,1597,2,RABID,user_1,yybyb,🟨🟨⬜️🟨⬜️,23.9215293432546
,595,1597,3,RABID,user_1,yyybb,🟨🟨🟨⬜️⬜️,23.9215293432546
,596,1597,4,RABID,user_1,bgybb,⬜️🟩🟨⬜️⬜️,36.8126998866849
,597,1597,5,RABID,user_1,yyygg,🟨🟨🟨🟩🟩,73.4882235384546
,598,1597,6,RABID,user_1,ggggg,🟩🟩🟩🟩🟩,130
